@relation 'Cleaned_data -ver 4'

@attribute LOC numeric
@attribute NBI numeric
@attribute LOCCOM numeric
@attribute NPM numeric
@attribute NSTAM numeric
@attribute NOF numeric
@attribute NSTAF numeric
@attribute NMC numeric
@attribute NMCI numeric
@attribute NMCE numeric
@attribute WMC numeric
@attribute AMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute MFA numeric
@attribute CBO numeric
@attribute IC numeric
@attribute CBM numeric
@attribute CA numeric
@attribute CE numeric
@attribute LCOM numeric
@attribute LCOM3 numeric
@attribute CAM numeric
@attribute DAM numeric
@attribute NPRIF numeric
@attribute NPRIM numeric
@attribute NPROM numeric
@attribute T-LOC numeric
@attribute T-NOT numeric
@attribute T-NOA numeric
@attribute T-NMC numeric
@attribute T-WMC numeric
@attribute T-AMC numeric
@attribute MUTATION_SCORE {0,1}

@data
159,737,159,2,2,5,1,133,28,105,8,60.5,58,1,0,0,12,0,0,0,12,18,0.74,0.33,1,5,4,0,109,3,0,96,10,26.8,0
193,331,193,11,4,3,2,52,26,26,14,14.5,50,1,0,0,14,1,1,2,12,0,0.62,0.2,1,3,2,0,47,1,1,11,2,14.5,0
49,74,49,3,0,0,0,6,4,2,3,15.33,9,2,0,0.75,7,0,0,5,3,3,2,0.44,0,0,0,0,34,1,0,2,2,6.5,0
80,174,80,2,3,0,0,33,19,14,4,27.25,31,1,0,0,4,0,0,0,4,6,2,0.33,0,0,2,0,80,1,0,27,6,37.83,0
157,375,157,25,0,1,0,46,7,39,27,8.26,45,1,0,0,2,1,1,0,2,79,0.23,0.22,1,1,1,0,38,1,2,13,2,35.5,0
205,695,5,4,7,21,15,121,28,93,20,23.15,69,2,0,0.11,16,0,0,0,16,146,0.98,0.18,0.43,9,8,0,128,5,12,90,9,24.11,0
155,161,155,1,2,7,1,13,10,3,10,11.8,13,1,0,0,4,0,0,0,4,33,0.67,0.29,1,7,2,0,55,1,3,22,2,26.5,0
50,77,39,6,1,2,0,11,0,11,7,6.57,19,1,0,0,3,0,0,0,3,0,0.58,0.39,1,2,1,0,41,2,4,19,4,14.5,0
35,78,31,7,0,1,0,9,5,4,7,6.43,14,1,0,0,2,0,0,0,2,15,0.5,0.57,1,1,0,0,43,3,4,19,4,20.25,0
122,253,122,12,12,6,6,31,14,17,13,12.15,30,1,0,0,5,0,0,3,2,58,0.89,0.27,0,0,0,0,59,1,8,27,2,37,0
36,82,28,2,1,0,0,12,0,12,2,22,10,1,0,0,0,0,0,0,0,1,2,0.5,0,0,0,0,14,1,0,3,2,3.5,0
103,143,103,8,0,3,1,16,3,13,8,10.38,19,1,0,0,7,0,0,1,6,8,0.48,0.33,0.33,1,0,0,57,2,1,10,3,16.67,0
62,73,62,7,0,0,0,15,8,7,8,4.62,17,4,0,0.8,5,0,0,0,5,28,2,0.33,0,0,0,1,54,1,0,11,2,16,0
111,281,111,7,8,0,0,51,4,47,9,21.78,30,1,0,0,4,0,0,2,2,36,2,0.28,0,0,2,0,38,1,4,9,2,13,0
103,113,103,2,0,0,0,27,21,6,3,23.67,28,2,0,0.8,12,0,0,1,11,3,2,0.5,0,0,0,0,107,2,2,39,4,35.25,0
108,225,91,5,2,3,3,27,3,24,7,17.86,29,1,0,0,4,0,0,0,4,15,0.78,0.42,1,3,1,0,59,1,17,61,2,75,0
123,182,109,9,4,11,10,20,9,11,11,9.36,21,1,0,0,7,1,1,1,6,7,0.9,0.25,0.18,2,1,0,21,1,2,8,2,7.5,0
56,166,48,7,0,1,0,34,26,8,7,16.14,24,4,0,0.89,9,3,3,1,9,19,0.83,0.31,1,1,0,0,59,4,9,49,5,24.8,0
70,142,55,6,0,0,0,31,7,24,6,15.67,32,1,0,0,13,0,0,0,13,15,2,0.31,0,0,0,0,111,5,5,79,7,31.86,0
57,119,48,5,0,2,0,22,5,17,5,15.4,25,2,0,0.56,3,1,1,0,3,0,0.5,0.4,1,2,0,0,79,2,2,36,5,19.6,0
346,529,346,29,2,7,1,50,20,30,33,9.79,56,1,1,0,6,0,0,1,5,146,0.75,0.27,0.86,6,1,1,136,7,15,69,11,32.64,0
140,425,140,11,3,2,0,54,28,26,11,24.91,23,2,0,0.27,4,2,2,1,3,13,0.4,0.29,1,2,0,0,157,15,15,87,16,18.81,0
45,49,38,4,4,1,1,7,1,6,5,5.4,10,1,0,0,0,0,0,0,0,10,1.25,0.3,0,0,1,0,48,1,2,9,2,16,0
223,304,223,7,9,3,3,47,5,42,10,19.4,35,1,0,0,3,0,0,1,2,45,1.07,0.22,0.67,2,2,0,64,2,19,41,4,21.75,0
132,100,132,6,4,3,0,8,3,5,10,5.5,15,2,0,0.18,9,0,0,0,9,39,0.89,0.21,1,3,0,0,132,1,0,30,3,35.67,0
47,80,38,1,1,0,0,9,1,8,2,24,11,1,0,0,2,0,0,1,1,1,2,0.5,0,0,1,0,44,2,2,8,3,8.33,0
121,280,105,3,2,8,1,47,9,38,5,37.6,31,1,0,0,7,0,0,0,7,4,0.69,0.5,1,8,1,0,59,3,0,47,4,49.75,0
167,534,144,14,15,1,1,70,21,49,16,22.38,48,1,0,0,4,0,0,0,4,118,0.73,0.12,1,1,1,0,19,1,7,15,2,23,0
145,234,145,5,9,1,1,47,17,30,9,15.56,27,1,0,0,9,0,0,0,9,36,1.12,0.54,0,0,4,0,135,3,0,93,22,13.41,0
82,184,82,3,1,1,1,35,4,31,5,24.4,30,2,0,0.9,11,0,0,0,11,10,1,0.42,1,1,0,0,133,1,4,80,4,73.5,0
144,438,131,11,1,1,0,34,17,17,11,25.91,34,1,0,0,9,0,0,0,9,0,0.1,0.27,1,0,0,0,84,2,7,62,3,58.67,0
71,146,7,2,0,0,0,13,11,2,4,22.25,13,5,0,0.98,5,3,6,0,5,4,2,0.45,0,0,0,2,73,3,5,47,4,31,0
351,895,351,70,0,3,0,88,87,1,70,7.4,77,4,0,0.52,12,3,20,0,12,2319,0.37,0.09,1,0,0,0,444,5,6,42,7,21.14,0
680,1584,680,48,4,10,1,221,92,129,67,14.81,130,1,0,0,3,0,0,0,3,1523,0.87,0.18,1,10,1,14,235,9,17,156,11,58,0
451,934,428,18,0,6,0,140,17,123,20,29.4,75,1,0,0,4,1,1,0,4,0,0.53,0.17,1,6,2,0,75,4,5,40,6,19.17,0
196,656,196,1,0,0,0,68,51,17,3,148.33,39,2,0,0.67,14,1,1,0,14,1,2,0.43,0,0,1,0,110,6,15,101,10,36.1,0
287,785,287,29,0,8,0,118,27,91,30,16.8,64,1,0,0,4,0,0,1,3,247,0.67,0.24,1,8,1,0,105,2,12,124,4,103.75,0
118,463,3,2,1,1,1,111,38,73,4,80.25,38,5,0,0.96,7,1,3,0,7,6,1,0.5,1,1,0,0,67,1,0,49,2,65,0
196,400,196,22,3,8,1,43,28,15,25,9.24,39,2,0,0.08,9,1,1,0,9,206,0.74,0.23,0.62,5,0,2,109,9,11,59,11,14.82,0
144,429,144,2,0,5,1,46,31,15,11,24.73,40,1,0,0,12,0,0,0,12,25,0.8,0.34,0.8,4,8,0,66,2,0,17,4,27,0
233,879,233,55,0,0,0,97,34,63,55,9.95,67,1,0,0,1,0,0,0,1,1485,2,0.26,0,0,0,0,85,4,43,191,5,83.2,0
177,294,152,11,12,1,1,38,0,38,13,15.62,33,1,0,0,5,0,0,0,5,72,0.83,0.14,0,0,1,0,25,2,2,11,3,11.67,0
118,252,118,3,1,7,5,56,6,50,6,27.67,37,4,0,0.92,10,1,1,0,10,11,1.03,0.44,0.86,4,1,1,106,1,10,112,4,78.5,0
236,524,236,8,10,2,2,66,56,10,11,31.27,47,1,0,0,25,0,0,0,25,49,0.9,0.11,1,2,1,0,22,1,3,11,2,22.5,0
227,282,207,1,2,18,0,27,3,24,11,14.73,28,2,0,0.29,17,0,0,0,17,39,1.02,0.29,1,6,0,2,100,7,4,54,10,18.9,0
283,466,283,14,14,2,2,80,16,64,15,18.73,53,1,0,0,6,0,0,0,6,103,0.93,0.27,1,2,0,0,105,8,0,26,10,9.6,0
182,330,182,4,0,4,3,16,9,7,4,49.5,15,1,0,0,2,0,0,0,2,0,1,0.5,1,4,0,0,70,1,1,6,2,12,0
283,466,283,14,14,2,2,80,16,64,15,18.73,53,1,0,0,6,0,0,0,6,103,0.93,0.27,1,2,0,0,105,8,0,26,10,9.6,0
374,490,374,39,2,8,1,34,9,25,41,6.24,58,1,0,0,1,0,0,0,1,750,0.9,0.22,0.88,7,0,0,54,1,4,20,2,25.5,0
239,581,239,8,4,3,1,52,14,38,10,34.2,40,2,0,0.25,7,1,1,0,7,15,0.74,0.3,1,3,2,0,65,5,0,27,6,11,0
93,292,1,2,1,4,1,42,15,27,4,45.5,34,1,0,0,17,0,0,0,17,0,0.33,0.44,1,4,1,0,52,4,0,21,6,11.17,0
153,386,153,10,0,3,0,19,1,18,10,22.2,18,1,0,0,0,1,1,0,0,3,0.56,0.35,0,0,0,0,17,1,5,21,2,47,0
142,162,142,6,3,4,1,15,9,6,6,17.33,16,1,0,0,8,0,0,0,8,9,0.4,0.42,1,4,0,0,52,4,0,17,5,11,0
276,596,276,14,1,6,1,44,25,19,18,18.94,40,2,0,0.55,6,1,7,0,6,9,0.45,0.23,0.67,4,3,0,223,2,0,55,11,41.09,0
279,728,279,2,1,3,3,84,55,29,3,165.67,57,2,0,0.5,32,1,1,0,32,1,0.83,0.62,1,3,0,0,336,10,5,176,12,55.67,0
120,340,120,4,2,3,3,61,10,51,6,34.5,46,2,0,0.64,2,1,2,0,2,11,0.8,0.3,0.67,2,1,0,82,2,4,33,3,27.33,0
467,1344,467,15,3,2,2,217,77,140,19,46.47,124,7,0,0.85,44,1,4,0,44,163,0.89,0.19,1,2,3,0,58,1,8,31,2,49.5,0
147,312,147,2,1,8,3,61,31,30,11,17.73,62,2,0,0.1,22,0,0,0,22,35,0.85,0.27,1,8,6,0,272,6,0,275,9,86.89,0
900,999,900,117,0,6,0,106,103,3,117,4.48,221,1,0,0,11,0,0,0,11,0,0.84,0.08,1,6,0,0,178,3,50,176,4,104,0
496,1469,496,32,33,0,0,95,40,55,34,26.47,71,1,0,0,11,0,0,9,3,561,2,0.16,0,0,2,0,140,6,40,95,8,52.62,0
340,842,340,33,5,24,7,99,33,66,37,14.08,76,1,0,0,11,0,0,0,11,574,0.94,0.13,1,7,0,3,94,4,4,36,5,28.8,0
147,273,147,6,0,2,0,24,6,18,6,29,25,1,0,0,3,1,1,0,3,0,0.1,0.31,1,2,0,0,112,2,0,42,3,39.33,0
792,1894,792,34,37,2,2,301,34,267,38,32.18,135,1,0,0,3,0,0,1,2,673,0.92,0.14,1,2,3,0,208,8,27,89,9,31.78,0
431,989,406,20,11,7,0,163,39,124,30,21.67,94,1,0,0,32,0,0,1,31,361,0.65,0.12,1,7,6,0,83,5,8,41,6,27.67,0
298,968,298,16,17,2,2,117,15,102,18,34.17,60,1,0,0,3,0,0,0,3,147,0.97,0.19,1,2,1,0,32,1,2,10,2,13.5,0
100,131,100,3,0,1,0,15,1,14,4,17.75,16,1,0,0,4,0,0,1,3,0,0,0.44,1,1,1,0,111,1,3,40,8,20.75,0
197,393,197,5,12,1,1,77,41,36,13,20.77,52,1,0,0,26,0,0,3,23,78,1,0.2,1,1,7,0,93,4,0,51,11,14.36,0
109,228,109,9,11,1,1,31,4,27,12,11,33,1,0,0,17,0,0,4,13,0,0.18,0.21,1,1,2,0,84,6,0,48,7,21.71,0
90,173,90,1,0,2,1,37,0,37,2,54.5,27,3,0,0.96,11,1,2,1,10,0,1,0.67,0.5,1,0,1,161,3,0,76,9,28.67,0
304,1704,304,22,3,10,4,398,134,264,25,51.12,48,1,0,0,2,0,0,0,2,116,0.68,0.21,0.6,6,2,0,83,2,14,32,3,53.33,0
177,482,177,10,1,7,0,47,17,30,11,25.82,42,1,0,0,3,0,0,0,3,19,0.63,0.32,1,7,1,0,95,1,1,68,5,47.6,0
121,256,107,19,1,8,1,26,3,23,21,6.71,37,1,0,0,6,0,0,0,6,136,0.88,0.22,1,8,1,0,35,1,1,18,3,18,0
137,456,137,14,13,0,0,22,18,4,14,21.29,24,1,0,0,2,0,0,0,2,91,2,0.12,0,0,0,0,58,2,8,17,3,127,0
59,133,59,3,0,0,0,14,11,3,3,27,14,2,0,0.75,6,0,0,3,4,3,2,0.44,0,0,0,0,42,1,3,9,2,14.5,0
58,129,58,3,0,0,0,14,11,3,3,27,14,2,0,0.75,7,0,0,4,4,3,2,0.44,0,0,0,0,42,1,3,10,2,16.5,0
316,352,316,27,28,1,1,71,66,5,29,7.79,56,1,0,0,6,0,0,1,5,404,0.96,0.33,1,1,1,0,370,7,13,202,12,80.42,0
113,190,113,13,0,1,1,27,23,4,14,8.29,32,2,0,0.74,11,1,10,0,11,59,1.08,0.22,1,1,1,0,75,2,7,31,3,32,0
130,135,130,5,0,0,0,29,15,14,5,17.8,31,1,0,0,16,0,0,0,16,10,2,0.3,0,0,0,0,77,4,0,21,8,14.12,0
79,114,79,8,0,1,0,11,1,10,8,8,16,1,0,0,7,1,1,2,5,0,0.14,0.33,0,0,0,0,50,2,3,15,3,18,0
170,373,170,7,7,0,0,58,11,47,8,31.88,35,1,0,0,2,0,0,0,2,28,2,0.21,0,0,1,0,49,3,3,10,4,21,0
146,393,146,13,0,4,0,63,5,58,13,19.23,36,1,0,0,2,0,0,0,2,0,0.67,0.26,1,4,0,0,38,2,3,12,3,9.33,0
112,121,104,13,7,4,1,15,7,8,13,5.77,22,1,0,0,7,0,0,0,7,68,0.94,0.15,1,4,0,0,24,1,2,9,2,20,0
168,531,168,3,2,9,1,46,18,28,4,84.25,30,1,0,0,4,0,0,1,3,0,0.48,0.42,0,0,0,0,116,5,9,31,6,21,0
190,391,190,5,2,4,2,47,5,42,10,27.8,42,1,0,0,11,1,1,0,11,23,0.67,0.25,1,4,4,0,116,3,0,33,4,24.5,0
144,306,144,5,0,1,0,42,2,40,5,39.6,35,1,0,0,4,1,1,0,4,0,0,0.3,1,1,0,0,140,2,0,76,3,58,0
70,77,70,5,0,1,0,12,10,2,5,9.4,16,1,0,0,2,0,0,0,2,0,0.25,0.6,1,1,0,0,56,1,0,12,2,18,0
97,277,97,3,4,2,2,25,4,21,5,36.8,18,1,0,0,7,0,0,1,6,4,0.88,0.33,0,0,1,0,102,1,0,94,2,198.5,0
57,99,49,3,0,0,0,17,4,13,4,15.25,19,4,0,0.88,4,1,7,0,4,6,2,0.62,0,0,0,1,59,5,8,57,6,26.5,0
77,152,67,6,0,3,0,17,13,4,7,13,21,1,1,0,8,0,0,1,7,0,0.56,0.43,1,3,1,0,38,1,0,18,4,14,0
76,166,59,4,4,1,1,32,19,13,5,21,23,1,0,0,5,0,0,0,5,10,1.25,0.4,0,0,1,0,68,2,2,53,4,44,0
220,466,220,18,2,17,2,53,7,46,20,14.45,53,1,0,0,22,0,0,0,22,130,0.92,0.15,1,2,1,0,125,4,5,66,5,33.8,0
202,154,202,10,4,4,4,21,11,10,12,7.08,26,1,0,0,12,0,0,1,11,54,0.86,0.22,0.5,2,1,0,55,1,2,30,2,36,0
69,112,69,4,4,1,1,21,6,15,5,12.8,18,1,0,0,2,0,0,0,2,4,0.25,0.2,1,1,1,0,47,2,0,7,3,9,0
144,300,144,7,1,1,0,32,9,23,11,17,32,1,0,0,4,1,1,2,2,0,0.2,0.26,1,1,1,0,110,3,0,55,4,32.25,0
905,2060,905,37,0,5,0,322,28,294,40,34.33,88,1,0,0,2,0,0,0,2,0,0.61,0.21,1,5,3,0,90,6,20,68,8,36.12,0
169,596,0,0,1,2,0,79,51,28,22,16.45,72,2,0,0.67,25,0,0,1,24,0,0.26,0.1,1,1,2,0,71,7,7,33,9,17.78,0
137,412,137,10,2,2,0,52,27,25,10,26.4,21,2,0,0.3,4,2,2,1,3,3,0.33,0.28,1,2,0,0,171,19,19,131,20,17,0
843,1455,843,43,1,15,0,236,124,112,53,17.77,138,4,0,0.61,29,3,4,1,28,1212,0.89,0.15,1,15,3,6,116,2,1,40,3,41,0
227,653,227,32,1,14,1,52,24,28,37,11.11,68,1,0,0,23,0,0,0,23,470,0.86,0.11,1,14,2,1,158,5,4,61,8,27.38,0
165,614,145,2,5,4,4,103,4,99,6,65.83,57,1,0,0,8,0,0,0,8,13,1.1,0.2,0,0,0,0,118,2,4,81,6,51.5,0
158,311,158,11,0,2,0,29,14,15,11,17,26,1,0,0,2,0,0,0,2,0,0.45,0.27,1,2,0,0,58,1,2,42,2,72,0
163,523,163,8,0,0,0,83,49,34,9,38.78,35,3,0,0.93,5,2,5,0,5,34,2,0.24,0,0,0,0,96,2,12,70,3,86.33,0
129,330,129,15,0,2,0,42,12,30,15,13.53,40,1,0,0,3,1,1,0,3,11,0.39,0.26,1,2,0,0,56,1,7,30,2,53,0
125,409,111,10,0,1,0,36,17,19,10,26.5,36,1,0,0,8,0,0,0,8,3,0.11,0.34,1,0,0,0,61,1,9,43,2,62.5,0
192,377,192,8,8,0,0,39,4,35,9,24.44,32,1,0,0,5,0,0,4,1,36,2,0.26,0,0,1,0,60,3,3,12,4,19.75,0
438,1535,424,20,20,2,2,217,20,197,21,46.43,84,1,0,0,5,0,0,1,4,204,0.68,0.29,0.5,1,0,0,190,17,0,91,18,26.22,0
388,1018,378,23,26,9,9,111,36,75,27,24.3,72,1,0,0,8,0,0,3,5,349,1,0.22,0.33,3,3,0,74,4,41,83,5,34.2,0
325,699,325,9,2,4,1,89,48,41,15,30.27,60,1,0,0,23,1,1,0,23,65,0.54,0.16,0.75,3,3,0,46,2,3,19,3,17.67,0
1134,489,1134,6,6,7,3,76,44,32,19,15.11,65,2,0,0.25,30,0,0,0,30,151,0.82,0.13,0.86,3,1,8,1251,38,280,1709,48,110.12,0
166,303,166,4,1,12,8,30,8,22,5,43.2,13,1,0,0,0,1,1,0,0,0,0.67,0.5,0,0,0,0,68,6,6,18,8,10.38,0
192,159,192,15,0,6,1,15,5,10,15,6.13,20,2,0,0.63,2,0,0,0,2,79,0.86,0.37,1,6,0,0,52,2,4,17,5,12.6,0
217,251,217,4,3,10,7,40,11,29,9,17.89,38,1,0,0,8,0,0,0,8,16,0.95,0.25,1,10,2,1,29,2,0,37,3,21.67,0
131,313,131,10,0,6,1,28,6,22,12,16.42,26,1,0,0,6,1,1,1,5,0,0.59,0.27,1,6,2,0,32,1,5,27,2,73.5,0
166,183,166,21,0,0,0,25,23,2,21,4.67,28,5,0,0.88,7,2,11,0,7,210,2,0.16,0,0,0,0,75,2,4,16,3,15.33,0
166,181,166,21,0,0,0,25,23,2,21,4.57,28,5,0,0.88,7,2,11,0,7,210,2,0.18,0,0,0,0,76,2,4,16,3,15.33,0
166,183,166,21,0,0,0,25,23,2,21,4.67,28,5,0,0.88,7,1,11,0,7,210,2,0.16,0,0,0,0,172,7,13,61,8,24.38,0
125,332,125,6,3,5,1,47,17,30,10,20.7,41,1,0,0,10,0,0,0,10,25,0.8,0.28,1,5,1,0,77,1,0,22,2,34,0
180,490,180,5,8,4,4,85,8,77,9,38,44,1,0,0,2,0,0,0,2,32,0.88,0.25,1,4,1,0,58,2,4,17,4,13.5,0
98,154,98,9,0,2,1,12,7,5,9,9.89,15,2,0,0.77,3,2,3,0,3,6,0.56,0.47,1,2,0,0,23,1,4,9,2,19.5,0
314,475,314,32,0,12,0,61,10,51,32,8.72,49,1,0,0,2,0,0,0,2,388,0.91,0.29,1,12,0,0,91,4,0,67,5,38.4,0
111,205,111,3,0,5,2,14,4,10,4,32.5,13,2,0,0.94,2,1,5,0,2,0,0.8,0.44,1,5,1,0,68,2,8,25,4,33.5,0
385,1100,385,5,12,4,3,214,62,152,18,39.44,104,1,0,0,27,0,0,0,27,107,0.81,0.24,0.5,2,9,0,159,6,12,170,7,111.29,0
76,149,1,15,0,0,0,23,12,11,15,5.27,31,1,0,0,7,0,0,1,7,105,2,0.37,0,0,0,0,60,4,2,9,5,9.4,0
62,378,57,2,0,10,0,17,0,17,3,85.67,8,1,0,0,0,1,1,0,0,1,0.5,0.67,0,0,0,0,64,1,12,23,2,43.5,0
327,777,327,19,0,4,1,86,35,51,20,25.55,50,2,0,0.5,5,1,17,0,5,0,0.38,0.22,1,4,0,1,70,3,8,28,5,49.4,0
340,289,340,9,10,3,3,51,44,7,16,11.75,34,2,0,0.68,12,1,7,1,12,118,0.76,0.15,0.33,1,1,0,316,29,59,325,30,19.03,0
198,329,196,12,2,6,2,28,13,15,14,16.43,25,1,0,0,6,1,1,5,1,0,0.64,0.31,0.67,4,2,0,59,3,10,24,4,21.5,0
115,285,115,11,2,2,0,21,6,15,12,15.42,19,1,0,0,1,1,1,1,0,38,0.55,0.33,1,2,1,0,58,1,0,5,2,7.5,0
195,391,195,6,2,4,1,38,9,29,11,22.45,32,1,0,0,3,1,1,0,3,29,0.6,0.26,1,4,5,0,71,1,0,13,2,19.5,0
667,1717,641,39,1,19,1,255,126,129,50,21.36,165,1,0,0,20,0,0,4,19,895,0.91,0.1,1,19,10,0,227,12,0,195,17,34,0
729,2408,729,6,1,13,9,329,184,145,24,60.29,145,1,0,0,18,0,0,0,18,224,0.89,0.13,1,8,15,0,366,11,9,163,15,114.4,0
336,1129,336,29,3,7,0,112,32,80,29,27.31,53,1,0,0,7,1,1,1,6,174,0.32,0.17,0.14,1,0,0,160,8,20,68,9,32.11,0
302,927,302,2,5,6,6,186,108,78,15,40.07,83,1,0,0,7,0,0,0,7,101,1.01,0.29,1,6,12,0,73,1,0,48,5,26.6,0
109,215,89,1,0,4,0,21,3,18,9,14.22,23,3,0,0.69,15,1,2,1,14,16,0.69,0.31,1,4,0,2,40,1,2,21,3,24.33,0
170,228,170,8,0,1,0,34,15,19,11,13.82,36,2,0,0.55,10,2,4,0,10,49,0.4,0.35,1,1,2,1,146,5,0,57,6,23.17,0
142,194,131,13,0,10,0,12,11,1,13,8.69,18,1,0,0,6,0,0,0,6,54,0.89,0.32,1,10,0,0,84,4,9,39,6,18.5,0
86,294,86,5,0,1,0,27,2,25,5,36.4,21,1,0,0,2,1,1,0,2,0,0,0.36,1,1,0,0,89,1,0,9,2,14,0
167,249,167,5,4,3,3,31,11,20,10,16.6,27,2,0,0.46,4,2,4,0,4,39,0.78,0.38,1,3,3,1,144,4,0,32,7,26.86,0
314,933,314,3,5,8,5,193,23,170,11,53.55,110,1,0,0,25,0,0,0,25,31,0.79,0.19,0.88,7,6,0,134,4,0,117,7,47.71,0
541,2212,541,18,26,4,4,424,58,366,27,57.22,124,1,0,0,3,0,0,0,3,347,0.96,0.13,0,0,0,0,140,5,16,91,8,53.62,0
107,306,100,3,0,1,0,17,6,11,5,42.6,13,2,0,0.43,2,0,0,0,2,2,0.25,0.73,1,1,2,0,98,1,0,49,6,27.17,0
450,1916,450,1,2,0,0,337,311,26,6,223.83,125,3,0,0.9,54,2,3,0,54,13,2,0.25,0,0,2,3,211,13,13,111,14,43.71,0
286,756,282,6,7,2,2,27,9,18,8,52.62,14,1,0,0,1,0,0,0,1,28,1.14,0.28,1,0,1,1,40,2,15,55,4,32,0
100,229,100,9,0,3,0,15,0,15,11,12.09,18,1,0,0,3,1,1,3,0,0,0.5,0.39,1,3,0,0,68,4,0,41,6,16.17,0
93,225,93,5,6,1,1,34,4,30,7,20.14,23,1,0,0,6,0,0,0,6,19,0.67,0.38,1,1,1,0,26,1,4,13,2,17,0
203,656,203,5,1,2,2,101,9,92,8,54.25,55,1,0,0,14,0,0,0,14,24,0.71,0.41,1,2,2,0,121,6,2,71,8,29.5,0
314,972,1,11,3,6,2,173,123,50,28,22.46,138,1,0,0,36,0,0,1,35,186,0.73,0.15,1,6,16,0,100,10,0,37,12,13.75,0
173,443,173,12,0,5,1,16,7,9,12,24,21,1,0,0,4,1,1,0,4,0,0.58,0.28,1,5,0,0,109,9,10,48,11,25.27,0
460,1551,460,4,1,22,5,240,84,156,7,143.29,43,1,0,0,7,0,0,1,6,0,0.91,0.5,0.23,5,2,0,94,2,2,10,3,15.33,0
801,913,801,32,40,6,6,161,101,60,41,13.44,85,1,0,0,29,0,0,0,29,758,0.93,0.17,1,6,8,0,118,5,16,64,7,37.57,0
247,577,247,8,1,11,3,103,56,47,12,30.83,77,1,0,0,36,0,0,0,36,38,0.89,0.17,0.82,9,2,1,135,5,0,56,7,31.29,0
357,952,357,36,0,14,1,105,59,46,37,16.49,60,3,0,0.49,9,1,1,0,9,426,0.86,0.28,1,14,0,1,67,1,18,41,2,63.5,0
191,371,175,10,4,8,0,55,15,40,14,17.43,50,1,0,0,6,0,0,0,6,71,0.84,0.2,1,8,4,0,131,18,18,51,21,6.57,0
457,2607,457,29,29,3,3,122,32,90,30,76.47,67,1,0,0,8,0,0,1,7,413,0.38,0.3,0.67,2,0,0,209,14,17,60,17,17.06,0
223,254,223,11,3,6,1,30,4,26,13,12.62,34,1,0,0,17,1,1,12,5,38,0.75,0.19,0.83,5,1,0,109,10,18,72,11,13.55,0
521,1457,521,39,22,1,0,225,146,79,41,22.39,84,1,0,0,10,0,0,2,8,730,0.12,0.14,1,1,0,2,123,8,10,60,9,26.22,0
428,281,423,35,36,1,1,67,65,2,37,4.68,74,2,0,0.41,7,1,3,1,7,664,0.97,0.24,0,0,1,0,370,30,55,278,39,24.67,0
223,345,223,3,2,0,0,64,28,36,3,75.67,44,1,0,0,8,0,0,0,8,3,2,0.42,0,0,0,0,107,1,0,53,7,41.86,0
366,357,366,24,0,3,1,41,17,24,24,9.92,36,2,0,0.21,1,1,2,0,1,36,0.65,0.33,1,3,0,0,84,4,13,60,6,28.33,0
547,1540,545,10,3,5,1,244,111,133,21,45.76,159,1,0,0,6,0,0,0,6,30,0.71,0.14,1,5,4,6,104,6,7,42,7,22,0
280,720,280,18,1,6,1,95,72,23,20,22.35,81,1,0,0,19,0,0,0,19,0,0.64,0.22,0.83,5,1,0,147,4,9,90,8,29.75,0
241,930,226,15,5,13,4,108,11,97,19,31.84,59,1,0,0,5,1,1,0,5,77,0.78,0.2,1,13,0,0,34,2,2,13,3,17.67,0
514,833,514,26,0,12,1,54,17,37,26,20.42,58,1,0,0,7,1,1,1,6,139,0.85,0.19,0.92,11,0,0,37,1,1,19,4,19.5,0
460,1328,342,28,0,12,1,161,74,87,34,24.97,87,1,0,0,8,0,0,0,8,359,0.67,0.16,0.92,11,6,0,157,9,17,66,10,21.5,0
186,726,180,9,0,10,1,48,19,29,16,31.81,31,1,0,0,3,0,0,0,3,34,0.63,0.27,0.9,9,7,0,132,1,1,40,2,106,0
453,1581,453,5,0,3,0,329,91,238,11,94,114,2,0,0.33,35,0,0,0,35,37,0.7,0.23,1,3,6,0,294,8,30,238,15,53.2,0
554,1006,540,77,0,29,0,73,19,54,77,7.29,101,1,0,0,8,1,1,3,5,2732,0.97,0.12,1,29,0,0,133,3,12,57,8,18.88,0
502,1175,502,52,8,21,21,185,92,93,57,12.3,112,2,0,0.39,5,1,1,0,5,1596,1.02,0.14,0.14,3,4,0,111,5,28,113,6,50,0
201,968,195,16,0,6,0,24,17,7,16,43.25,24,1,0,0,4,0,0,0,4,60,0.36,0.33,1,6,0,0,61,1,0,45,2,71.5,0
386,1146,386,2,1,36,21,182,9,173,16,48.56,94,1,0,0,16,0,0,0,16,70,0.96,0.21,0.75,27,2,11,196,6,3,125,8,48.88,0
93,97,93,5,5,0,0,9,2,7,6,8.33,10,1,0,0,28,0,0,28,0,15,2,0.46,0,0,1,0,45,4,0,5,9,3,0
103,109,103,6,0,3,0,16,15,1,8,7.62,17,2,0,0.5,9,1,4,4,5,14,0.43,0.35,1,3,1,1,62,1,0,24,5,13.2,0
42,95,42,3,1,1,0,19,2,17,3,22.67,20,1,0,0,15,0,0,2,13,1,0.5,0.44,1,1,0,0,91,9,0,30,12,8.33,0
