@relation 'Cleaned_data -ver 4'

@attribute LOC numeric
@attribute NBI numeric
@attribute LOCCOM numeric
@attribute NPM numeric
@attribute NSTAM numeric
@attribute NOF numeric
@attribute NSTAF numeric
@attribute NMC numeric
@attribute NMCI numeric
@attribute NMCE numeric
@attribute WMC numeric
@attribute AMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute MFA numeric
@attribute CBO numeric
@attribute IC numeric
@attribute CBM numeric
@attribute CA numeric
@attribute CE numeric
@attribute LCOM numeric
@attribute LCOM3 numeric
@attribute CAM numeric
@attribute DAM numeric
@attribute NPRIF numeric
@attribute NPRIM numeric
@attribute NPROM numeric
@attribute T-LOC numeric
@attribute T-NOT numeric
@attribute T-NOA numeric
@attribute T-NMC numeric
@attribute T-WMC numeric
@attribute T-AMC numeric
@attribute MUTATION_SCORE {0,1}

@data
44,36,29,5,0,2,0,1,0,1,5,3.4,6,1,0,0,2,0,0,0,2,6,0.75,0.47,1,2,0,0,99,4,12,49,5,25.6,1
110,96,85,13,0,6,0,1,0,1,13,3.46,14,1,0,0,1,0,0,1,0,66,0.92,0.73,1,6,0,0,287,12,6,103,13,26.54,1
93,81,71,11,0,5,0,1,0,1,11,3.45,12,1,0,0,1,0,0,1,0,45,0.9,0.48,1,5,0,0,231,10,5,76,11,23.45,1
35,93,31,3,3,6,5,7,4,3,5,13.6,8,2,0,0.81,1,1,1,0,1,6,0.88,0.42,0.33,2,1,0,29,1,1,3,2,6,1
46,36,29,5,0,2,0,1,0,1,5,3.4,6,1,0,0,1,0,0,0,1,6,0.75,0.47,1,2,0,0,96,4,7,39,5,21.8,1
38,86,0,2,1,2,2,17,3,14,2,28,14,1,0,0,2,0,0,0,2,1,2,0.5,0.5,1,0,0,16,1,2,5,2,9,1
99,242,99,1,0,1,0,33,2,31,4,39.25,25,1,0,0,1,0,0,0,1,4,0.33,0.58,1,1,1,0,135,16,15,44,19,6.84,1
366,961,361,9,4,56,55,75,57,18,12,64.75,22,2,0,0.57,1,1,1,0,1,22,0.99,0.3,0.04,2,2,0,62,6,0,35,7,10.14,1
55,135,55,2,2,3,3,17,1,16,4,19.5,16,1,0,0,2,0,0,0,2,0,0.78,0.67,1,3,1,0,15,1,0,5,2,7,1
27,60,0,2,0,0,0,16,3,13,2,18,17,1,0,0,4,0,0,0,4,1,2,0.75,0,0,0,0,30,2,0,8,4,10,1
57,210,43,2,2,3,1,32,1,31,4,34.75,29,1,0,0,4,0,0,0,4,2,0.56,0.83,1,3,1,0,50,3,0,29,6,17.33,1
75,108,75,8,0,1,1,18,2,16,8,8,21,3,0,0.92,1,1,1,1,0,28,1.14,0.4,1,1,0,0,89,7,0,72,9,26,1
86,194,86,2,1,2,1,39,8,31,4,31.5,33,1,0,0,9,0,0,0,9,0,0.5,0.5,1,2,1,0,150,7,0,104,13,23.08,1
100,169,100,3,0,5,0,26,8,18,6,18.67,24,1,0,0,8,0,0,0,8,9,0.84,0.58,1,5,3,0,184,6,0,139,8,48.38,1
24,31,0,1,1,0,0,4,3,1,4,4.5,6,2,0,0.57,4,1,1,0,4,6,2,0.62,0,0,0,3,82,8,8,36,11,10.64,1
53,91,42,3,0,5,5,20,6,14,4,15.25,19,1,0,0,5,0,0,0,5,6,1.33,0.75,1,5,1,0,51,6,2,10,8,8.25,1
49,57,39,3,0,4,3,8,1,7,3,10.67,11,1,0,0,3,0,0,0,3,1,1.25,0.56,1,4,0,0,61,2,2,12,4,13.75,1
51,137,0,3,4,2,2,21,5,16,5,16.8,21,1,0,0,4,0,0,2,2,8,1,0.5,1,2,1,0,59,7,6,15,8,12.25,1
39,43,31,1,2,0,0,9,0,9,3,7.33,14,1,0,0,4,0,0,0,4,3,2,0.44,0,0,2,0,32,1,4,33,2,46.5,1
117,313,117,0,6,1,0,60,19,41,14,14,49,1,0,0,9,0,0,0,9,71,0.62,0.22,1,1,12,0,176,4,50,324,10,65.1,1
30,48,22,2,0,0,0,8,0,8,2,14.5,10,1,0,0,1,0,0,0,1,1,2,0.75,0,0,0,0,29,1,0,7,2,14,1
34,64,0,3,0,3,0,6,0,6,3,13,7,1,0,0,1,0,0,0,1,1,0.5,0.56,1,3,0,0,34,2,2,15,3,17.67,1
36,78,0,3,0,4,0,8,0,8,3,16.33,8,1,0,0,1,0,0,0,1,1,0.5,0.5,1,4,0,0,34,2,2,15,3,18.33,1
37,77,0,3,0,4,0,7,0,7,3,16,7,1,0,0,1,0,0,0,1,1,0.5,0.56,1,4,0,0,23,1,1,8,2,14.5,1
26,26,0,1,0,0,0,4,4,0,3,4.33,6,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,17,1,3,9,2,10.5,1
39,39,35,1,0,0,0,9,4,5,3,8,10,3,0,0.9,3,1,2,0,3,3,2,0.67,0,0,0,2,37,3,4,17,4,12.5,1
42,32,38,1,0,0,0,5,3,2,2,9,7,3,0,0.95,3,1,2,0,3,1,2,0.75,0,0,0,1,46,4,6,28,5,15,1
49,33,44,1,0,0,0,8,4,4,3,6.67,9,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,49,5,8,42,6,18,1
64,33,59,1,0,0,0,8,4,4,3,6.67,9,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,34,3,4,22,4,15,1
39,20,32,1,0,0,0,3,3,0,2,5,5,3,0,0.95,3,1,1,0,3,1,2,0.75,0,0,0,1,37,3,4,17,4,12.5,1
63,33,58,1,0,0,0,8,4,4,3,6.67,9,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,34,3,4,22,4,15,1
34,33,29,1,0,0,0,8,4,4,3,6.67,9,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,34,3,4,27,4,18.75,1
38,41,0,1,0,1,0,9,4,5,3,8.67,9,3,0,0.9,3,1,1,0,3,1,0.5,0.56,1,1,0,2,39,4,8,29,5,13.8,1
64,60,55,1,0,1,0,15,5,10,3,13.33,10,3,0,0.9,3,1,1,0,3,1,0.5,0.67,1,0,0,2,51,5,8,39,6,18,1
63,72,53,1,0,0,0,16,5,11,3,15.33,17,3,0,0.9,5,1,4,0,5,3,2,0.67,0,0,0,2,48,3,4,32,4,25,1
35,33,30,1,0,0,0,8,4,4,3,6.67,9,3,0,0.9,3,1,1,0,3,3,2,0.67,0,0,0,2,34,3,4,22,4,15,1
42,20,38,1,0,0,0,2,1,1,2,5,4,4,0,0.95,3,1,4,0,3,1,2,0.75,0,0,0,1,36,3,5,19,4,14.25,1
37,26,35,1,0,0,0,4,3,1,2,7,6,4,0,0.95,3,1,5,0,3,1,2,0.75,0,0,0,1,34,3,4,18,4,14.25,1
33,20,28,1,0,0,0,3,3,0,2,5,5,3,0,0.95,3,1,1,0,3,1,2,0.75,0,0,0,1,37,3,4,22,4,16.25,1
39,20,37,1,0,0,0,2,1,1,2,5,4,4,0,0.95,3,1,6,0,3,1,2,0.75,0,0,0,1,42,2,5,27,3,27.67,1
56,14,48,1,0,0,0,1,1,0,2,3,3,4,0,0.95,3,1,3,0,3,1,2,0.75,0,0,0,1,36,3,4,17,4,15.25,1
32,27,30,1,0,0,0,6,2,4,3,5.33,8,4,0,0.9,3,2,5,0,3,3,2,0.67,0,0,0,2,30,2,3,14,3,19.67,1
25,38,0,1,0,4,2,4,0,4,2,11,5,1,0,0,4,0,0,1,3,0,1,0.67,1,4,0,0,21,1,0,8,2,14.5,1
177,382,177,2,2,2,0,49,14,35,9,25.44,31,1,0,0,1,0,0,0,1,24,0.38,0.31,1,2,7,0,246,17,17,149,18,24.78,1
45,74,45,0,2,0,0,16,5,11,3,15.33,13,1,0,0,5,0,0,1,4,3,2,0.42,0,0,1,0,82,4,3,25,6,15.17,1
143,145,143,9,0,4,0,19,7,12,10,9.6,23,1,0,0,16,0,0,11,9,29,0.83,0.36,1,4,0,1,138,4,20,102,6,38.67,1
145,284,145,10,2,2,2,65,34,31,13,13.31,44,3,0,0.48,14,0,0,0,14,76,1,0.25,1,2,1,1,198,3,30,149,6,54.67,1
174,321,174,9,0,3,1,56,16,40,10,19.7,36,1,0,0,10,0,0,5,5,0,0.59,0.33,1,3,1,0,96,2,22,95,3,64,1
41,134,41,3,5,8,8,18,9,9,6,17.67,17,2,0,0.76,4,1,1,2,2,11,0.93,0.35,0.12,1,2,0,40,1,2,10,2,17,1
43,119,43,3,3,8,7,9,6,3,5,18,8,2,0,0.81,3,1,1,2,1,6,0.91,0.42,0.25,2,1,0,42,1,7,24,2,20.5,1
165,351,165,5,0,6,0,52,17,35,8,27.75,38,1,0,0,12,0,0,0,12,0,0.38,0.27,1,6,3,0,169,4,8,74,9,23.78,1
66,42,66,3,0,3,1,2,1,1,3,7,5,5,0,0.92,3,0,0,1,2,0,0.83,0.5,1,3,0,0,77,2,8,38,3,32.33,1
48,22,48,2,0,2,1,2,1,1,2,6,4,4,0,0.95,3,0,0,2,1,0,1,0.67,1,2,0,0,64,3,4,22,4,13.75,1
65,64,65,3,0,2,1,12,6,6,3,12.67,12,5,0,0.92,4,0,0,1,3,1,1,0.56,1,2,0,0,72,2,8,33,3,27.67,1
43,51,43,3,0,0,0,7,1,6,3,9,8,2,0,0.71,1,1,1,0,1,3,2,0.83,0,0,0,0,55,2,4,28,3,20.67,1
64,108,64,3,0,2,2,17,2,15,3,22.67,15,2,0,0.71,2,1,1,0,2,3,1.5,0.83,1,2,0,0,69,2,12,68,3,47,1
24,66,0,2,0,1,0,11,0,11,2,21,12,1,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,51,6,1,9,7,6,1
70,143,70,3,3,1,1,39,0,39,4,26,13,1,0,0,0,0,0,0,0,0,0.33,0.5,1,1,0,0,56,2,4,13,3,19,1
40,15,38,0,0,0,0,2,1,1,14,0.5,15,1,0,0,0,0,0,0,0,91,2,0.45,0,0,0,1,115,11,23,96,13,20.92,1
117,172,117,6,3,7,5,11,8,3,8,13.75,11,2,0,0.68,4,1,1,3,1,16,0.69,0.39,0.43,3,1,0,74,4,0,65,5,25.4,1
96,170,96,3,0,1,0,31,7,24,5,20.8,18,1,0,0,2,0,0,0,2,4,0,0.47,1,1,2,0,120,11,4,51,13,13.69,1
121,313,121,2,0,0,0,44,7,37,2,100.5,14,3,0,0.93,5,1,1,0,5,1,2,0.6,0,0,0,0,142,17,2,29,20,7.15,1
34,57,27,4,0,2,1,7,3,4,4,8.75,9,1,0,0,4,0,0,0,4,0,0.67,0.75,0.5,1,0,0,63,2,0,21,4,24.75,1
27,55,0,3,1,1,1,7,1,6,4,8,11,1,0,0,5,0,0,0,5,6,1.33,0.4,0,0,1,0,51,1,2,17,5,11.4,1
99,284,99,4,0,0,0,50,6,44,5,37,31,3,0,0.85,4,2,4,1,3,10,2,0.4,0,0,1,0,126,9,11,44,10,33.6,1
76,68,76,3,0,1,0,6,1,5,3,13,8,2,0,0.71,4,2,2,1,3,0,0,0.58,1,1,0,0,60,5,2,29,7,15,1
67,117,67,4,0,0,0,16,4,12,4,16.5,16,3,0,0.88,4,2,4,1,3,6,2,0.58,0,0,0,0,65,5,11,27,6,15.17,1
66,96,66,4,0,0,0,10,1,9,4,12.5,8,3,0,0.88,2,2,5,1,1,6,2,0.58,0,0,0,0,73,8,9,28,9,8.11,1
75,142,75,4,0,0,0,26,4,22,4,21.75,19,4,0,0.91,2,2,3,0,2,6,2,0.58,0,0,0,0,96,9,16,49,10,16.4,1
41,26,41,3,0,0,0,5,3,2,3,5,8,3,0,0.98,7,1,1,0,7,3,2,0.67,0,0,0,0,39,1,2,13,2,13.5,1
43,26,43,3,0,0,0,5,3,2,3,5,8,3,0,0.98,7,0,0,0,7,3,2,0.67,0,0,0,0,39,1,2,13,2,13.5,1
42,26,42,3,0,0,0,5,3,2,3,5,8,5,0,0.99,7,1,1,0,7,3,2,0.67,0,0,0,0,39,1,2,13,2,13.5,1
42,26,42,3,0,0,0,5,3,2,3,5,8,5,0,0.98,7,0,0,0,7,3,2,0.67,0,0,0,0,39,1,2,13,2,13.5,1
50,48,50,1,1,2,1,8,0,8,3,8.67,11,2,0,0.67,7,1,1,0,7,0,0.5,0.75,1,2,0,1,56,2,0,23,4,18.5,1
45,28,45,3,0,1,0,3,1,2,3,4.33,6,1,0,0,2,0,0,0,2,1,0.5,0.67,1,1,0,0,34,1,0,6,2,12,1
42,46,35,5,0,2,0,4,0,4,5,5,9,1,0,0,0,0,0,0,0,0,0.5,0.53,1,2,0,0,32,1,7,19,2,23.5,1
63,109,63,9,3,1,0,19,9,10,13,5.08,20,1,0,0,3,0,0,0,3,66,0.25,0.29,1,1,4,0,116,8,0,59,11,13.18,1
33,73,1,1,0,0,0,11,0,11,2,23.5,12,1,0,0,10,0,0,0,10,1,2,0.67,0,0,0,0,50,1,0,23,3,26.33,1
24,47,0,1,0,1,0,8,7,1,3,10.67,10,2,0,0.71,5,1,1,0,5,1,0,0.56,1,1,0,2,56,2,5,36,3,39.33,1
40,135,0,1,2,0,0,31,10,21,5,16.6,27,2,0,0.56,10,1,2,0,10,10,2,0.3,0,0,2,2,109,4,4,73,5,48.6,1
24,24,16,2,1,1,1,3,1,2,3,4.67,6,3,0,0.98,2,1,1,0,2,3,1,1,0,0,0,0,54,1,1,8,3,12,1
37,61,2,5,0,2,0,8,3,5,5,7.2,12,1,1,0,12,0,0,1,11,6,0.5,0.37,1,1,0,0,53,2,0,28,3,26.33,1
57,236,52,2,2,5,5,43,0,43,3,52.67,14,1,0,0,0,0,0,0,0,1,0.5,0.5,1,5,0,0,38,2,1,38,4,18.75,1
46,71,46,1,2,1,1,13,0,13,3,13,8,1,0,0,2,0,0,0,2,1,0.5,0.5,1,1,1,0,34,1,0,7,2,7,1
31,48,0,2,0,2,1,7,1,6,2,15,9,2,0,0.5,4,0,0,0,4,0,1,0.67,1,2,0,0,26,1,0,15,2,19,1
50,48,50,2,0,2,1,7,1,6,2,15,9,2,0,0.5,4,0,0,0,4,0,1,0.67,1,2,0,0,45,1,0,12,2,15.5,1
53,48,53,2,0,2,1,7,1,6,2,15,9,2,0,0.5,4,0,0,0,4,0,1,0.67,1,2,0,0,48,1,0,18,2,21,1
50,48,50,2,0,2,1,7,1,6,2,15,9,2,0,0.5,4,0,0,0,4,0,1,0.67,1,2,0,0,48,1,0,18,2,21,1
53,48,53,2,0,2,1,7,1,6,2,15,9,2,0,0.5,4,0,0,0,4,0,1,0.67,1,2,0,0,50,1,0,18,2,21,1
62,21,62,4,3,0,0,6,5,1,4,3.25,8,1,0,0,2,0,0,0,2,6,2,0.25,0,0,0,0,52,1,1,7,2,12.5,1
61,21,61,4,3,0,0,6,5,1,4,3.25,8,1,0,0,2,0,0,0,2,6,2,0.25,0,0,0,0,53,1,1,7,2,13.5,1
59,19,59,4,3,0,0,6,6,0,4,3,7,1,0,0,1,0,0,0,1,6,2,0.25,0,0,0,0,60,2,2,11,3,7.67,1
639,1010,639,21,36,0,0,153,14,139,37,18,88,1,0,0,7,0,0,0,7,666,2,0.11,0,0,16,0,882,74,34,734,121,16.5,1
40,44,40,2,2,0,0,3,0,3,3,8,6,1,0,0,0,0,0,0,0,3,2,0.5,0,0,1,0,70,5,0,40,6,13.83,1
36,36,36,2,0,0,0,7,1,6,2,12,8,1,0,0,4,0,0,0,4,1,2,0.75,0,0,0,0,63,3,2,17,5,11.4,1
58,70,58,3,1,0,0,11,3,8,4,10.5,11,2,0,0.86,6,0,0,0,6,6,2,0.5,0,0,1,0,74,2,2,18,5,13.6,1
47,30,47,2,0,0,0,4,1,3,3,5.67,6,2,0,0.87,4,0,0,0,4,3,2,0.6,0,0,1,0,59,1,1,7,3,9,1
77,35,77,8,1,0,0,3,1,2,9,2.33,12,1,0,0,6,0,0,0,6,36,2,0.22,0,0,0,0,61,4,0,11,5,8.2,1
100,27,100,15,1,0,0,2,1,1,16,1.31,18,1,0,0,3,0,0,0,3,120,2,0.21,0,0,0,0,51,2,1,10,3,9.33,1
401,97,401,19,2,0,0,21,1,20,20,2.5,40,1,0,0,7,0,0,1,6,190,2,0.16,0,0,0,0,47,1,0,22,2,19,1
87,34,87,5,2,0,0,7,1,6,6,2.67,12,1,0,0,4,0,0,1,3,15,2,0.42,0,0,0,0,53,2,6,26,3,22.67,1
202,54,202,9,2,0,0,12,1,11,10,2.6,20,1,0,0,8,0,0,0,8,45,2,0.19,0,0,0,0,49,1,7,32,2,25,1
171,46,171,8,2,0,0,10,1,9,9,2.44,18,1,0,0,8,0,0,0,8,36,2,0.21,0,0,0,0,45,1,6,27,2,22,1
77,106,77,2,1,2,0,12,1,11,4,15.5,14,1,0,0,2,0,0,0,2,2,0.33,0.58,1,2,1,0,100,4,12,52,6,32.33,1
39,52,39,2,0,3,0,3,0,3,2,16.5,5,1,0,0,1,0,0,0,1,0,0,0.62,1,3,0,0,41,1,6,14,2,32.5,1
106,28,106,1,1,58,58,1,0,1,2,5.5,3,1,0,0,2,0,0,2,0,1,2,0.5,0,0,1,0,37,1,8,17,2,22,1
39,40,39,4,1,1,1,4,3,1,6,3.5,6,1,0,0,1,0,0,0,1,15,1,0.6,0,0,1,0,30,1,2,6,2,8.5,1
42,43,42,4,1,1,1,6,3,3,6,4,8,1,0,0,2,0,0,0,2,15,1,0.45,0,0,1,0,48,1,3,13,2,21.5,1
45,54,45,5,1,2,1,6,3,3,6,5.5,8,1,0,0,2,0,0,0,2,9,0.5,0.4,0.5,1,0,0,36,1,2,7,3,9,1
58,46,58,2,1,3,3,6,5,1,2,12.5,6,1,0,0,2,0,0,0,2,1,2,0.5,0,0,0,0,43,1,5,16,2,18,1
82,146,82,1,5,0,0,28,10,18,6,14,27,1,0,0,12,0,0,1,11,15,2,0.22,0,0,5,0,210,8,11,127,12,34.67,1
73,44,73,5,0,2,0,1,0,1,5,4.2,6,3,0,0.79,6,0,0,2,4,2,0.62,0.45,1,2,0,0,58,3,0,19,6,13,1
17,16,11,2,0,0,0,2,0,2,2,5,4,1,0,0,2,0,0,0,2,1,2,0.62,0,0,0,0,34,1,2,14,3,16.67,1
50,109,37,2,1,2,1,12,0,12,3,21.33,14,1,0,0,6,0,0,0,6,0,0.5,0.67,1,2,0,0,47,1,5,30,3,33.67,1
105,191,95,3,0,2,0,23,8,15,8,13.38,20,1,0,0,5,0,0,0,5,6,0.43,0.42,1,2,3,0,48,3,6,21,4,16.25,1
44,42,44,2,1,2,1,8,1,7,3,8.67,11,1,0,0,4,0,0,0,4,0,0.5,0.75,1,2,0,0,32,2,0,13,3,24.67,1
53,80,53,2,1,2,1,16,0,16,3,17,19,1,0,0,6,0,0,0,6,0,0.5,0.75,1,2,0,0,42,1,0,22,4,23.25,1
76,95,76,6,0,2,0,19,0,19,7,9.14,17,1,0,0,4,0,0,0,4,0,0,0.38,1,2,0,0,151,6,0,132,14,38.14,1
67,111,67,5,0,0,0,25,21,4,6,13.83,16,2,0,0.76,7,0,0,0,7,15,2,0.48,0,0,1,0,131,4,0,63,14,13.07,1
38,38,38,1,0,1,0,3,0,3,2,11,5,1,0,0,2,0,0,0,2,0,0,0.67,1,1,0,0,56,4,4,18,5,11.8,1
59,242,59,2,4,13,11,18,12,6,7,26.43,13,2,0,0.72,1,1,1,0,1,15,0.91,0.39,0.23,3,1,0,46,2,1,13,4,11.5,1
55,86,55,0,3,0,0,16,0,16,4,13.5,19,1,0,0,4,0,0,0,4,6,2,0.33,0,0,1,0,81,5,13,52,7,19.14,1
114,346,114,11,0,2,0,45,0,45,12,17.67,30,1,0,0,4,0,0,0,4,0,0.14,0.35,1,2,0,0,107,9,2,51,11,16.09,1
93,252,93,8,0,2,0,30,0,30,9,17.44,24,1,0,0,5,0,0,0,5,0,0.19,0.4,1,2,0,0,99,6,2,40,8,22.5,1
59,103,59,3,0,1,0,9,4,5,4,16.25,10,3,0,0.9,1,1,2,0,1,0,0,0.45,1,1,0,0,86,4,8,26,6,21,1
39,22,39,1,2,1,1,4,0,4,3,4,7,1,0,0,0,0,0,0,0,1,0.5,0.5,1,1,1,0,36,2,6,13,3,7.67,1
46,58,46,2,2,2,2,10,0,10,3,12.33,10,1,0,0,0,0,0,0,0,1,0.5,0.5,1,2,0,0,35,1,7,15,2,16,1
47,71,47,3,0,1,0,7,0,7,3,16.33,10,1,0,0,2,0,0,0,2,0,0,0.56,1,1,0,0,58,2,1,20,3,22.33,1
47,25,47,1,1,1,1,1,1,0,3,5.67,4,2,0,0.91,1,1,1,0,1,1,0.5,1,1,1,0,1,38,1,2,5,2,9.5,1
48,72,48,2,1,1,1,10,0,10,3,16,7,1,0,0,3,0,0,0,3,1,0.5,0.75,1,1,0,0,44,1,7,16,2,21.5,1
50,56,50,2,1,1,1,8,2,6,3,12,9,2,0,0.5,4,0,0,0,4,1,0.5,0.75,1,1,0,0,45,1,7,16,2,21.5,1
42,36,42,3,0,1,0,3,0,3,3,6.33,6,1,0,0,3,0,0,0,3,0,0,0.67,1,1,0,0,62,2,0,8,4,12.25,1
63,110,63,5,0,3,0,17,0,17,5,14.2,17,1,0,0,5,0,0,1,4,0,0.58,0.6,1,3,0,0,80,2,3,34,5,22.4,1
30,25,0,3,0,1,0,5,2,3,3,5.33,7,1,0,0,2,0,0,0,2,1,0.5,0.67,1,1,0,0,95,2,0,49,6,22.67,1
67,173,0,3,0,4,0,23,8,15,7,15.43,24,1,0,0,10,0,0,0,10,1,0.67,0.71,1,4,4,0,86,2,0,51,4,39.25,1
36,35,0,4,0,1,0,5,3,2,4,5.25,8,1,0,0,3,0,0,0,3,0,0.33,0.5,1,1,0,0,118,3,0,94,6,39.67,1
59,97,32,3,1,3,1,21,8,13,4,16.5,19,1,0,0,8,0,0,0,8,4,0.56,0.56,1,3,0,0,95,4,4,64,6,29.33,1
111,217,74,3,0,3,0,53,26,27,5,28.8,49,1,0,0,17,0,0,0,17,0,0.67,0.37,1,3,2,0,160,4,10,135,10,37.9,1
32,59,32,0,1,0,0,1,0,1,2,18.5,3,1,0,0,0,0,0,0,0,1,2,0.5,0,0,1,0,30,1,0,16,2,17,1
168,272,168,7,1,2,0,48,7,41,8,22.62,30,1,0,0,1,0,0,0,1,16,0.21,0.35,1,2,1,0,108,11,2,119,12,22.92,1
50,92,50,4,3,5,3,6,2,4,6,10.17,10,2,0,0.76,2,1,1,1,1,9,0.8,0.4,0.6,3,1,0,30,1,0,8,2,15.5,1
38,48,38,5,0,0,0,7,7,0,5,5.4,9,2,0,0.79,4,1,2,0,4,10,2,0.44,0,0,0,0,74,3,0,62,5,54.2,1
128,228,128,2,2,0,0,27,1,26,3,49,11,1,0,0,0,0,0,0,0,3,2,0.44,0,0,1,0,277,25,47,187,30,24.07,1
50,41,50,3,0,3,0,1,0,1,4,5.25,5,1,0,0,1,0,0,1,0,0,0.67,0.62,1,3,0,0,51,2,0,22,3,21.33,1
93,87,1,6,1,0,0,20,7,13,7,7.71,20,1,0,0,5,0,0,1,4,21,2,0.86,0,0,0,0,141,8,8,121,9,29.22,1
45,118,1,6,2,0,0,24,13,11,7,11.43,17,1,0,0,5,0,0,2,3,21,2,0.38,0,0,0,0,49,5,2,25,6,13.5,1
110,124,1,7,1,0,0,29,11,18,8,9.75,22,1,0,0,6,0,0,1,5,28,2,0.88,0,0,0,0,229,13,10,202,14,30.64,1
68,82,68,5,2,2,0,5,2,3,6,8,8,1,0,0,1,0,0,0,1,7,0.3,0.44,1,2,1,0,59,4,2,31,5,14.4,1
121,462,121,2,0,5,0,81,38,43,4,75.5,42,1,0,0,11,0,0,1,10,0,0.4,0.75,1,5,2,0,119,4,2,44,5,25.6,1
68,171,68,1,0,1,0,30,12,18,2,60,27,1,0,0,12,0,0,0,12,0,0,0.67,0,0,0,0,107,1,0,41,4,36.75,1
56,131,3,2,2,0,0,10,1,9,3,24.33,6,1,0,0,0,0,0,0,0,3,2,0.33,0,0,1,0,35,2,10,55,3,39.67,1
68,196,1,5,0,4,0,32,7,25,5,25,28,2,0,0.33,6,0,0,0,6,4,0.69,0.53,0.75,3,0,0,74,1,3,33,3,46,1
40,103,0,3,0,4,2,22,10,12,3,23,22,2,0,0.5,6,0,0,0,6,0,1,0.5,0,0,0,0,87,1,1,49,3,86.67,1
49,196,0,3,1,5,1,30,5,25,4,34,21,2,0,0.5,8,0,0,0,8,0,0.67,0.5,0.8,4,0,0,35,1,3,20,3,26.67,1
59,162,49,6,0,2,0,27,9,18,6,16.5,23,3,0,0.33,6,0,0,0,6,3,0.5,0.5,0,0,0,0,31,1,5,33,2,56.5,1
197,275,182,6,3,2,0,47,12,35,11,15.55,34,2,0,0.31,2,0,0,0,2,33,0.45,0.45,1,2,3,2,160,8,0,61,10,21.6,1
88,313,81,3,0,0,0,62,5,57,8,26,22,1,0,0,5,0,0,1,4,28,2,0.94,0,0,5,0,114,6,6,62,8,24.38,1
64,101,54,5,0,1,0,19,8,11,8,7.5,21,2,0,0.5,9,1,3,0,9,28,1,0.29,1,1,1,1,66,4,0,65,7,27.71,1
43,100,33,7,0,1,0,15,4,11,8,7.38,20,2,0,0.5,7,1,3,0,7,8,0.29,0.27,1,1,0,1,67,5,0,53,8,21.88,1
44,75,40,7,0,2,0,9,4,5,7,5.14,14,2,0,0.29,2,0,0,0,2,9,0.67,0.36,1,2,0,0,54,4,0,46,5,28.4,1
42,67,36,1,0,0,0,11,4,7,3,11.33,11,4,0,0.98,1,1,1,0,1,3,2,0.67,0,0,0,1,84,4,0,72,7,33.14,1
179,652,179,2,0,0,0,120,33,87,10,39.9,50,1,0,0,12,0,0,0,12,45,2,0.63,0,0,8,0,98,1,0,122,2,130,1
60,84,60,2,0,0,0,10,0,10,2,29,12,1,0,0,5,0,0,0,5,1,2,0.75,0,0,0,0,57,1,0,22,2,37.5,1
44,16,44,2,0,0,0,1,0,1,2,4,3,2,0,0.86,1,0,0,0,1,1,2,1,0,0,0,0,36,1,0,5,2,5,1
42,28,42,2,0,1,0,5,0,5,2,9,7,2,0,0.5,4,0,0,0,4,0,0,0.67,1,1,0,0,65,1,0,16,3,18.33,1
42,21,42,3,0,0,0,1,0,1,4,2.25,5,2,0,0.62,2,1,1,0,2,6,2,1,0,0,0,1,43,2,0,20,3,14.67,1
41,63,41,1,0,1,0,8,3,5,3,12.67,12,2,0,0.75,7,0,0,0,7,0,0,0.53,1,1,1,0,60,1,0,19,3,27.33,1
41,57,41,2,0,0,0,8,3,5,3,13.33,7,1,0,0,3,0,0,0,3,3,2,0.67,0,0,0,0,40,2,1,7,3,9.67,1
39,74,39,1,0,2,0,2,1,1,3,14.33,5,2,0,0.6,2,1,1,0,2,0,0,0.67,1,2,0,1,37,2,1,5,3,6.33,1
91,61,91,6,0,4,0,2,0,2,6,5.17,8,1,0,0,5,0,0,3,2,3,0.75,0.44,1,4,0,0,44,2,5,18,3,15,1
74,108,74,1,0,3,0,18,3,15,4,17.75,23,1,0,0,8,0,0,0,8,0,0.33,0.44,1,3,0,0,72,4,3,49,5,31.4,1
49,54,49,3,0,0,0,11,4,7,5,7,13,1,0,0,8,0,0,0,8,10,2,0.6,0,0,1,0,65,2,3,18,5,12.6,1
60,188,60,4,1,5,1,9,4,5,6,19.17,10,1,0,0,1,0,0,0,1,5,0.36,0.53,0.8,4,1,0,48,2,13,29,3,24.67,1
134,226,134,2,1,2,1,31,4,27,5,28.8,23,1,0,0,4,0,0,0,4,0,0.38,0.67,1,2,2,0,118,2,13,70,4,98.5,1
31,47,0,5,0,4,1,2,2,0,5,4.8,7,2,0,0.2,2,0,0,0,2,4,0.88,0.47,1,4,0,0,34,1,1,11,4,13,1
51,92,36,5,1,0,0,17,5,12,6,8.83,19,1,0,0,2,0,0,0,2,15,2,0.29,0,0,1,0,44,2,2,17,3,22.33,1
